id,reviews_title,reviews_rating,brand,reviews_text,reviews_date,reviews_username
AVqkIhwDv8e3D1O-lebb,Good tablet.,5,Amazon,Good quality android tablet. also makes a very nice gift.,2017-02-08T00:00:00.000Z,tukstr
AVpfl8cLLJeJML43AE3S,It's easy and fun,4,Amazon,The whole family loves it.................... .. .,2017-06-03T00:00:00.000Z,Tiechia79
AVphgVaX1cnluZ0-DR74,Good value but,3,Amazon,Good unit. But i have to reconnect the wifi often when using netflix,2017-01-30T00:00:00.000Z,Mickyfinn
AV1YE_muvKc47QAVgpwE,Great streaming device,5,Amazon Fire Tv,It works great I love it. I used to have a firestick and this was an upgrade.,2016-03-25T00:00:00.000Z,Grumpyj
AVpfl8cLLJeJML43AE3S,Love it!,5,Amazon,"I love our Echo! It keeps getting better every day because Amazon keeps making it better, without fees.",2017-08-16T00:00:00.000Z,GMc2066
AVphgVaX1cnluZ0-DR74,good for the kids,5,Amazon,I got it for my god son and he loves it .it's east use to,2016-02-26T00:00:00.000Z,oscar
AVpfl8cLLJeJML43AE3S,Great Interactive Device!,5,Amazon,This has been a great addition to our techno family. Great sound quality for music as well as a great resource for information.,2016-12-24T00:00:00.000Z,MikeZ
AVpfl8cLLJeJML43AE3S,Fun to have,5,Amazon,It's fun to have at a party when everyboby can ask it questions or ask for there favoite music.,2017-04-23T00:00:00.000Z,oldman
AVphPmHuilAPnD_x3E5h,Restored my interest in reading books,5,Amazon,"Never thought I would enjoy reading again because reading a boundbook made my eyes to tired to finish one. With the Voyage, I don't get that feeling.",2016-01-06T00:00:00.000Z,Bill
AV1YE_muvKc47QAVgpwE,Awesome device for dumb TV!,4,Amazon Fire Tv,"Great addition to my older ""dumb"" Samsung TV. I'm an Amazon Prime member so it made sense to purchase this to watch Prime Videos. Another great feature is the ability to load and use Playstation Vue app to stream cable television which has allowed me to discontinue my overpriced satellite TV service. My only con, was that the provided voice remote sometimes would lose connectivity and the buttons were rendered useless. Resetting the unit helps, but very annoying. Luckily, there's a Fire TV app for mobile devices for remote control. Overall, I do recommend this product.",2016-10-15T00:00:00.000Z,Phil
AVphgVaX1cnluZ0-DR74,Great product,4,Amazon,Love this product it does just want I purchased it for.,2016-10-19T00:00:00.000Z,Notsotechperson
AVqVGWQDv8e3D1O-ldFr,Really great quality,5,Amazon,I really like the price and quality of the product,2017-06-30T00:00:00.000Z,hachi313
AVphgVaX1cnluZ0-DR74,Good Deal,5,Amazon,"Good deal, better than purchasing from Amazon, from BB, you get the points, but get nothing from Amazon.",2016-12-23T00:00:00.000Z,HenryGreen
AV1YnRtnglJLPUi8IJmV,Amazing e-reader!,5,Amazon,"I'm a traditionalist who loves real books and buys mostly hardcovers. As a consequence, I resisted getting a Kindle for a long time. I'll have to admit now that I wish I'd gotten one sooner. A tremendous amount of research must have gone into the way readers interact with real books, because nothing about the Kindle gets in way of actual reading.",2015-08-23T00:00:00.000Z,Meatka
AVphgVaX1cnluZ0-DR74,"It was faulty, had to contact Amazon",2,Amazon,"Amazon replaced it as it had gray stripes and no picture on the screen. That one works so overall the Fire was a good purchase. Recommend a memory card, it does not hold much.",2017-03-15T00:00:00.000Z,JS123
AVpfl8cLLJeJML43AE3S,Smart Toy & Sounds Great,5,Amazon,"I bought this for my wife for mothers day. She likes it a lot even though I use it more than her. It stays in the kitchen, so we can listen to music while we cook and hang out. The kids love it too.",2016-06-04T00:00:00.000Z,Danny54
AV1YnRtnglJLPUi8IJmV,Wonderful gift!,5,Amazon,Bought this for my daughter and she loves it. Great product,2017-07-30T00:00:00.000Z,PamK
AVphgVaX1cnluZ0-DR74,Awesome value!,5,Amazon,We purchased 3 of these tablets on Black Friday as Christmas gifts for our oldest three children. We already have one at home that they share. We all love this little tablet and are very happy with its performance so far. It's perfect for the apps they use at school and for the kids' games as well. The App Store has so many great apps for free...!,2016-12-24T00:00:00.000Z,MomOfFive
AV1YE_muvKc47QAVgpwE,Great product,5,Amazon Fire Tv,Have had nothing but an amazing experience with it,2017-03-31T00:00:00.000Z,Joebutt
AVqkIhwDv8e3D1O-lebb,Great Tablet,5,Amazon,"Bought this as a replacement for the 7"", faster and better display.... Best upgrade",2016-12-02T00:00:00.000Z,Yoga
AVphgVaX1cnluZ0-DR74,Cheapest workable Android tablet,4,Amazon,"For the price, nothing beats this. It's not a great tablet but if you only need to surf the web, email and have a decent chat, then this tablet works.",2016-01-07T00:00:00.000Z,Ricky
AVphgVaX1cnluZ0-DR74,Afford Little Wonder,4,Amazon,"The Amazon Fire is very versatile. Affordable, and can side-mount the Google Play Store.",2017-04-28T00:00:00.000Z,Dominic68
AVqkIhwDv8e3D1O-lebb,"Excellent tablet for games, reading, email, photos",4,Amazon,Only problem is that it is impossible to read or do anything on the KindleFire with any light in the room at all; far worse than impossible in sunlight. There should be some sort of temporary screen or other add-on that can be used with the device when in sunny or bright locations.,2017-03-10T00:00:00.000Z,pointermom
AV1YnRtnglJLPUi8IJmV,Eye non-strained quality and value product,5,Amazon,"Excellent product focusing on only plain e-readable material, with simple options to operate, no much fancy but worth a million in terms of product worthiness to keep a lot more documents with less memory and has basic internet connectivity option available. Happy experience with Paperwhite Kindle...",2016-09-16T00:00:00.000Z,Chandra
AVpfl8cLLJeJML43AE3S,So far so good,4,Amazon,As time goes on I learn more ways to use the Echo.,2017-09-23T00:00:00.000Z,Speedy98
AVphgVaX1cnluZ0-DR74,Highly recommend,5,Amazon,We purchased these Kindle Fires for a reading contest sponsored by our club for the local elementary schools. They make really great incentives for students to read more and are a relatively inexpensive way to do so.,2017-01-06T00:00:00.000Z,suzichocolate
AVphgVaX1cnluZ0-DR74,So many great features!,5,Amazon,"I am not a ""techie"" but I love the Kindle Fire. It is easy to use and of high quality. It is an amazing value compared to other readers.",2016-01-04T00:00:00.000Z,constanceb
AV1YE_muvKc47QAVgpwE,Better than the competition,4,Amazon Fire Tv,I've use the Amazon fire tv and the Roku. The Amazon fire box In my opinion is easier to use and I prefer the Amazon remote over the Roku. The only problem I've had with Amazon fire would be the life of the batteries in the remote.,2016-10-10T00:00:00.000Z,Jack
AVqVGWLKnnc1JgDc3jF1,Great for our 3 year old,5,Amazon,This is a great learning tool for our 3 year old she loves it!,2016-12-25T00:00:00.000Z,Lizzie26
AVpfl8cLLJeJML43AE3S,Cool,5,Amazon,Neat new tech. Kids love it and we use it almost every day.,2017-01-06T00:00:00.000Z,Evii04
AVpfl8cLLJeJML43AE3S,Love our Alexa!,5,Amazon,Great for music! Speaker quality is excellent! Can listen to Pandora and also through Amazon Prime...Haven't attempted to order from Amazon Prime yet though. It will do other things as well...we are still learning!,2017-05-13T00:00:00.000Z,Donna55
AVpfl8cLLJeJML43AE3S,Nice,4,Amazon,"Easy to set up, controls multiple devices and has a great sound. I like it",2017-09-02T00:00:00.000Z,Rwilzb001
AV1YE_muvKc47QAVgpwE,Great for games movie and tv,5,Amazon Fire Tv,You can barely find these in the store now i know why fast smooth tv and movie streaming great for games too,2017-01-03T00:00:00.000Z,Steve79
AVpfl8cLLJeJML43AE3S,Awesome purchase!,5,Amazon,I would highly recommend this item. Great home speaker. Plays anything you ask. Also gives you weather info and about anything else you want to know!,2016-12-14T00:00:00.000Z,Lucy
AVzoGHhAglJLPUi8GfzY,Amazon Echo,5,Amazon,"This is my second Echo Just purchased for new condo Greatest invention - both for music, information and ordering Also, once you attach to voice command features such as lights it's amazing.",2017-06-16T00:00:00.000Z,tjreid1967
AVpfl8cLLJeJML43AE3S,Great new toy,5,Amazon,"Echo is a great product on its own, but even better when integrated with home control like Wink. Voice control of lights is the way of the future!",2016-05-20T00:00:00.000Z,KennyK
AV1YE_muvKc47QAVgpwE,Perfect,5,Amazon Fire Tv,It was what i needed all this time and i really recommend it for anyone,2017-06-02T00:00:00.000Z,Oliver27
AV1YE_muvKc47QAVgpwE,Must buy,5,Amazon Fire Tv,I bought the Amazon stick and box due to many people telling me how great it was. Well I've had no better experience than getting this and watching as many movies and TV shows as I want for free! Just upgrade your wireless Internet package and you will love it.,2016-12-04T00:00:00.000Z,Mac66
AV1YnRtnglJLPUi8IJmV,Great product,5,Amazon,So far this kindle works great. Have used it in the dark and on the beach and have no visibility problems! Very satisfied.,2017-07-22T00:00:00.000Z,Phil
AVpjEN4jLJeJML43rpUe,Great tablet,5,Amazon,My 5 year old loves his tablet. It's perfect for him.,2016-07-15T00:00:00.000Z,Toad
AVphgVaX1cnluZ0-DR74,Best tablet for the price.,5,Amazon,Love this little tablet. Price makes it easy to love.,2016-01-08T00:00:00.000Z,margie
AVpfl8cLLJeJML43AE3S,Great sound quality,5,Amazon,"I can't believe how well the far field microphones work. It can hear me over music, TV, or noise from our kids. It's been a great addition.",2017-09-01T00:00:00.000Z,Nicholas317
AVphgVaX1cnluZ0-DR74,Great for kids,4,Amazon,"Tablet needs an extra storage card quickly if kids are downloading games, but otherwise it is a very good buy for kids that have never had a tablet before.",2016-01-22T00:00:00.000Z,Boysmom4
AVqVGWLKnnc1JgDc3jF1,Great Tablet for kids,4,Amazon,"I mainly bought this so my daughter and I could skype daily, but the free time by amazon has proven to be very helpful for kids. The big foam cover is awesome if you have a destructive kid.",2017-01-16T00:00:00.000Z,Dooly
AVpjEN4jLJeJML43rpUe,Great Product for the Price!,5,Amazon,Great functionality and quality for the price. I've bought several of these for customer giveaways and have yet to hear a complaint!,2016-09-21T00:00:00.000Z,JaxBean
AVpfl8cLLJeJML43AE3S,Love my Alexa echo,5,Amazon,It's awesome.. makes lole sp much easier. Hands free music. And my kid loves it!,2017-06-23T00:00:00.000Z,Glamrockgirl
AVphgVaX1cnluZ0-DR74,Great tablet purchased for my Dad he loves it.,5,Amazon,Love shopping at Best Buys. Better deals than Walmart.,2016-12-30T00:00:00.000Z,Redhead
AVphgVaX1cnluZ0-DR74,Easy to use,4,Amazon,I got this kindle after the kids had been at their grandma's around tons of iPads. They were just as happy with these...,2016-08-05T00:00:00.000Z,Annan
AVpidLjVilAPnD_xEVpI,The best Amazon Fire tablet,5,Amazon Fire,"I bought this for a family member because they had the smaller 7"" Amazon Fire. The 10"" version can be held easier in my opinion",2017-01-24T00:00:00.000Z,Rich
AVphgVaX1cnluZ0-DR74,Great tablet for those who use Amazon apps,4,Amazon,"This is a great tablet to own if you use AMAZON apps for shopping,reading, videos and so forth. May at times be a little slow but other than that no problems",2016-05-19T00:00:00.000Z,csaiz76
AVphgVaX1cnluZ0-DR74,Great product for the price!,4,Amazon,Bought this tablet on Black Friday for a little bit of a deal and it was too good to pass up. I don't use it as much as I thought I would but it's still really fun and easy to use. There is an advertisement on the lock screen but I'm willing to deal with it for the price. Battery life lasts a while and it's fairly easy to use and understand.,2016-12-31T00:00:00.000Z,Chrischris8010
AVphgVaX1cnluZ0-DR74,it did work,1,Amazon,I got 6 of them they didn't have google plus me no like,2016-03-20T00:00:00.000Z,tosha
AV1YnRtnglJLPUi8IJmV,Perfect for at the pool.,5,Amazon,"I have had a Kindle Fire for years, but find I can't read it very well in the bright sun. I bought my Kindle paper white for camping and it's perfect out in the direct sun, by the pool. It's also smaller and fits it the pocket of my pool bag easier. Now one stays home, and one stays in the camper.",2016-07-31T00:00:00.000Z,Gloria
AVpfl8cLLJeJML43AE3S,Good so far,5,Amazon,"I like it the echo works good to, I am going to buy another",2017-01-23T00:00:00.000Z,Hogmom
AVqkIhwDv8e3D1O-lebb,"Love the Amazon 8"" HD",5,Amazon,"It replaces my 6"" Fire Kindle. Love the HD quality.",2016-12-31T00:00:00.000Z,GamersMom
AVphgVaX1cnluZ0-DR74,Ok,4,Amazon,Ran well. Couldn't download very many apps until space ran out. We didn't like that you couldn't use Google play either,2017-05-21T00:00:00.000Z,Sarahg77
AVqkIhwDv8e3D1O-lebb,Good Deal,4,Amazon,Tablet is good for beginners and those that like to read,2016-11-18T00:00:00.000Z,Mavsfan09
AVqkIhwDv8e3D1O-lebb,PERFECT!,5,Amazon,We are a total Apple family so I was a little hesitant to purchase this when our iPad stopped working. So glad we did because it's perfect and can't beat it for the price!,2017-01-24T00:00:00.000Z,Koolkat2kool
AVpfl8cLLJeJML43AE3S,Awesome product fully functional and integrated,5,Amazon,Awesome product fully functional with my home theater and overall feel of my living room. good for playing music off spotify,2016-11-25T00:00:00.000Z,Aziatic
AVphgVaX1cnluZ0-DR74,Got what I paid for!,5,Amazon,I got this kindle fire for a Secret Santa gift that my family does each year! I was so excited when I was able to get it on sale which made it in the price range of the Swap! This was a huge hit and he continues to use this today a year later!,2016-12-15T00:00:00.000Z,Jess
AV1YE_muvKc47QAVgpwE,Love the Amazon Fire TV box,5,Amazon Fire Tv,"Setup for the Amazon Fire TV box was very easy. I was surprised at how little the box actually was, and just how powerful some of the apps and downloadable games were that you can use on the Amazon Fire TV.I ended up ordering the Amazon Fire TV game controller online at Amazon. I am currently not an Amazon Prime member, but may re-consider that decision in time to get even more functionality out of the box.For anyone looking to buy a relatively cheap device to maximize their TV watching and even Console game playing, look no further than the Amazon Fire TV. Although it does not compare to a Playstation IV or X-Box it does have decent graphics on some of the available games.I had also purchased a class 10 64 GB micro SD card for the Amazon Fire TV Box as well and had no trouble formatting it and getting it setup.",2016-08-27T00:00:00.000Z,NotBlahCoffee
AVphLY7v1cnluZ0-_Ty0,attractive case - may not protect in a fall One person found this helpful. Was this review helpful to you Yes No,3,Amazon,"It's a nice looking cover, will keep the Fire clean, but not particularly safe in a fall. (I have the black one. It is very professional looking.) No padding whatsoever. It does wake the Fire up when opened (and shut down when closed) but that has never been important to me. My problem with all of the cases is that you have to hold the cover out in order to keep the camera clear and it makes clicking the shutter a little awkward. I'd like to see an opening on the front cover that matches up to the opening on the back so you can have it folded in half and still be able to view the subject.",2014-12-02T00:00:00Z,monkcharlie
AV1YE_muvKc47QAVgpwE,Like the apps,4,Amazon Fire Tv,I enjoy the access to alot of the apps. Wish there were more sports apps though,2016-03-18T00:00:00.000Z,Santino6805
AVpfl8cLLJeJML43AE3S,Great item,5,Amazon,Love the larger speaker. Works great. use as a music source mostly.,2017-06-12T00:00:00.000Z,Auquachick
AVpfl8cLLJeJML43AE3S,Wow!,5,Amazon,"Since buying this, we listen to music on it, get information from it. We love it - it has a great sound to it. We would definitely recommend it.",2017-06-23T00:00:00.000Z,Mimi
AVphgVaX1cnluZ0-DR74,Excellent Value,5,Amazon,"The tablet convenient and the price is very reasonable. It is used daily for emailing, browsing, and game play.",2017-03-26T00:00:00.000Z,lovetech
AV1YnR7wglJLPUi8IJmi,A+,5,Amazon,Wonderful products and works for exactly what I need it to work for,2017-08-16T00:00:00.000Z,Godsx0xangel
AV1YE_muvKc47QAVgpwE,Great purchase,5,Amazon Fire Tv,Love the firestick. You don't need cable tv anymore.,2017-07-22T00:00:00.000Z,Fooled
AV1YE_muvKc47QAVgpwE,Fast and easy to use,5,Amazon Fire Tv,I have used different streaming android boxes and Apple TV over the years. Love this one. Starts up super fast and remote is very responsive. I mainly purchased it to use it with Kodi but I like how easy you can browse Amazon prime videos. I recommended it to a few friends and family. They all love it.,2016-02-20T00:00:00.000Z,Krissy
AVqVGWLKnnc1JgDc3jF1,Good first tablet for kids,4,Amazon,It's a good tablet for a young kid. A little hard to navigate even for adults. Cant figure out how to navigate the internet!,2017-05-18T00:00:00.000Z,Ashley
AVpfl8cLLJeJML43AE3S,Great smart technology,5,Amazon,"The speakers on the echo give great output. this smart technology is fun, and I am learning new things that it does every day",2017-03-15T00:00:00.000Z,DeeDee
AV1YnRtnglJLPUi8IJmV,No complaints,5,Amazon,This product is exactly as I expected it to be! No complaints!,2017-06-21T00:00:00.000Z,Alex
AVpfl8cLLJeJML43AE3S,LOVE HOW IT RESPONDS RIGHT AWAY,5,Amazon,"my grand kids talks to it, while doing there homework, school projects etc. i use it for the music. its great.",2017-03-10T00:00:00.000Z,robin
AVphgVaX1cnluZ0-DR74,good tab for the proce,3,Amazon,brought it as a gift for my uncle and its a decent tab for the price.,2016-06-23T00:00:00.000Z,Vamsi
AVphgVaX1cnluZ0-DR74,No complaints,5,Amazon,Played with a little but it's a Christmas gift. No problems with so far,2016-12-14T00:00:00.000Z,Book325
AVphgVaX1cnluZ0-DR74,Great tablet for price,5,Amazon,This is a great entry level tablet. It has full functionality and is well built. The only thing I don't like is the slow processing speed but it is more than worth the money,2015-12-31T00:00:00.000Z,JustSnooki
AV1YnRtnglJLPUi8IJmV,great ereader out there,5,Amazon,"As a ebooker reader this is absolutely best in the market right now, very easy to use. Now the only downside is the feeling of touch screen is too rough.",2017-01-27T00:00:00.000Z,reader
AV1YE_muvKc47QAVgpwE,Defect?,3,Amazon Fire Tv,"It works well when I use it everyday. However, it does not turn on when I do not use it for a few days. I pull out its power code and then it works again. I am not sure if I better to ask to replace it.",2016-07-15T00:00:00.000Z,Knjnsh
AVqkIhwDv8e3D1O-lebb,Excellent Tablet,5,Amazon,The Fire is an excellent table for many basic tasks.,2017-03-31T00:00:00.000Z,JimmyC72
AVphgVaX1cnluZ0-DR74,Great tablet for my children,4,Amazon,Easy to use and set up to get started. Set's up for both of my children,2016-08-15T00:00:00.000Z,Jake007
AVpfl8cLLJeJML43AE3S,Great potential,4,Amazon,Cool asking it questions and getting accurate replies !,2017-01-06T00:00:00.000Z,Violet
AVpfl8cLLJeJML43AE3S,Great speaker,4,Amazon,I would highly recommend this product. It's speaker is very good and you can ask it a lot of question s and she will usually have the answer.,2017-04-23T00:00:00.000Z,Mholley
AVphgVaX1cnluZ0-DR74,MY DAUGHTER LOVES IT.,5,Amazon,"I LOVE HOW AMAZON HAS ""CHILD ONLY APPS"". SHE CON ONLY ACCESS AGE APPROPRIATE MATERIAL",2017-01-30T00:00:00.000Z,CRRW
AVpfl8cLLJeJML43AE3S,Very useful and speaker sound is nice,5,Amazon,"It's not the best speaker I've ever had, but for the price of what you're getting, it's pretty fantastic. Easy to interact with and lots of capabilities that are always expanding every week.",2017-01-18T00:00:00.000Z,Wood2032
AVphgVaX1cnluZ0-DR74,Purchased for the kids and they love it.,5,Amazon,I think this is a good tablet. I will order more. It loads the games quickly.,2016-01-08T00:00:00.000Z,Toya
AVphgVaX1cnluZ0-DR74,Great tablet for price,5,Amazon,This is the 2nd one our family has. Perfect for kids games & watching videos.,2016-05-17T00:00:00.000Z,906shari
AVphPmHuilAPnD_x3E5h,Great Device,5,Amazon,The Voyage is worth the extra money. It's a wonderful device. Very responsive and easy to use. I would highly recommend!,2016-01-06T00:00:00.000Z,Bean
AV1YE_muvKc47QAVgpwE,Great product,5,Amazon Fire Tv,Easy to set up and works great right out of the boa,2015-12-28T00:00:00.000Z,Jmac
AV1YE_muvKc47QAVgpwE,Better than the Fire Stick,5,Amazon Fire Tv,"The fire TV box is 10x's better than the firestick. It's faster , has more storage, and is less glitchy.",2017-07-14T00:00:00.000Z,Brittnichole30
AVpfl8cLLJeJML43AE3S,Very helpful device,5,Amazon,We absolutely love the Amazon echo aka Alexa. She is very helpful with information from the weather to new to sports. And listening to our favorite music. And plenty more. It's voice activated. Very easy to use. So anyone could do it,2017-08-22T00:00:00.000Z,Trmo
AVsRjfwAU2_QcyX9PHqe,Five Stars,5,Amazon,Very happy with my purchase,2017-09-26T00:00:00.000Z,J. S. Pocher
AVphgVaX1cnluZ0-DR74,Great item for kids and the elderly,4,Amazon,Bought this for my mother who is not so savvy with tablets but this one made it easy for her to use.,2016-10-13T00:00:00.000Z,Cayman
AVphgVaX1cnluZ0-DR74,Very nice tablet for the price.,5,Amazon,"Did not need a large tablet,just something to use in my spare time.Has all the features I need,from books to games and can also axcess my emails.The price was very good(under $50).",2016-01-09T00:00:00.000Z,alphadon62
AVphgVaX1cnluZ0-DR74,Great tablet,5,Amazon,Great tablet I purchased 4 for my nephews!!!!!!!!!,2017-02-17T00:00:00.000Z,Jackie
AVqkIhwDv8e3D1O-lebb,Great everyday tablet!!,5,Amazon,Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,2017-03-25T00:00:00.000Z,Mattd80
AVphgVaX1cnluZ0-DR74,Great tablet,5,Amazon,I purchased this for my brother in law who just needed something to surf the web. Set up was easy and he was on the internet within minutes of unboxing.,2016-09-24T00:00:00.000Z,VitoI
AV1YnRtnglJLPUi8IJmV,Good for reading,2,Amazon,Not a big reader but gave it to someone that is. She is happy so I think that should make me happy.time will tell,2015-12-28T00:00:00.000Z,Enduser
AVqkIhwDv8e3D1O-lebb,Great Item,5,Amazon,I love this kindle works great for me I will be ordering another one today for my wife.,2017-05-23T00:00:00.000Z,COCO
AVpfl8cLLJeJML43AE3S,Fun for the whole family,5,Amazon,We are still getting used to remembering to use Echo. There are plenty of applications that we have yet to try! I love that Alexa plays music for my every mood! We're adding a second one upstairs!,2017-08-07T00:00:00.000Z,sk8rmom
AVphgVaX1cnluZ0-DR74,Good tablet for the price.,4,Amazon,Like the tablet but didn't realize you had to put up with the ads. Also don't like how Amazon blocks a lot of apps. You can get around that though.,2016-01-08T00:00:00.000Z,ITGuy0110
AVpjEN4jLJeJML43rpUe,Very efficient,5,Amazon,I love this tablet.It is very efficient and easy to use.,2016-06-11T00:00:00.000Z,Linda
AVpjEN4jLJeJML43rpUe,Love it,5,Amazon,Great device. Travels well. Easy to navigate. Would recommend.,2017-01-23T00:00:00.000Z,Fabtatutor
AV1YnR7wglJLPUi8IJmi,nice,5,Amazon,"Ever since I bought this kindle for my 6 year old, he has not been able to get over it. He loves it and I do too, because I ""borrow"" it from time to time.",2017-08-16T00:00:00.000Z,Lawrence
AVphgVaX1cnluZ0-DR74,Totally worth the money,5,Amazon,for $50 this tab does what it is supposed to do. It has the gaming apps and social networking apps. You can take photos and videos. Its like a poor man's ipad.,2016-09-18T00:00:00.000Z,nikhilp93
AV1YnRtnglJLPUi8IJmV,Great Item,5,Amazon,Very easy to use and download any size book you would like,2017-01-30T00:00:00.000Z,UR715
AVpfl8cLLJeJML43AE3S,Love the product,5,Amazon,Easy to setup and easy to use. It was a gift and my husband loves it,2017-01-30T00:00:00.000Z,Miriam
AVphgVaX1cnluZ0-DR74,Perfect for kids,4,Amazon,"This is just the right size and price for my kids. For just playing the games, watching netflix, or just cruising the net, this is a great value.",2016-12-15T00:00:00.000Z,mombakesalot
AVpfl8cLLJeJML43AE3S,Love it!,5,Amazon,"I've had my echo since the initial launch date and I love it more and more. Alexa does everything and she learns more and more every month. She controls my home (lights, thermostat and garage door) and with IFTTT she can do things like call my phone or email my shopping list (you can create your own triggers) Her possibilities are endless. She's also a very handy alarm... she wakes me up and when I saw goodbye she turns off the lights and turns down the thermos.",2017-04-24T00:00:00.000Z,Smanthers
AVpfl8cLLJeJML43AE3S,The Amazing Echo,5,Amazon,"The Amazon Echo has been an amazing and also somewhat frustrating experience. The convenience it brings with timers, turning on connected lights, playing music, and just corny jokes is amazing. I love this machine but it also does become a little frustrating when it doesn't work immediately. In the time I've had it, it has mostly worked on the first try but there are definitely days when the lights won't all turn on when asked. Sometimes it takes a long time for Alexa to respond to the commands (Could be an internet issue, but still detracts from the experience). All in all, it is an awesome device and I have enjoyed it immensely.",2017-05-28T00:00:00.000Z,OmegaDan
AVphgVaX1cnluZ0-DR74,SPAM Edition,1,Amazon,SPECIAL OFFERS means there are popup ads when you turn on the Kindle for games and books. I called amazon and they want me to pay $15.99 to turn this off! I am returning this and buying another brand of tablet. I am DONE with amazon they will never get a dime from me!,2016-01-31T00:00:00.000Z,KindleFireIsJUNK
AVphgVaX1cnluZ0-DR74,Great tablet for kids,5,Amazon,I purchased this tablet for my child for Christmas and he absolutely loves it. He has also dropped it a few times and it hasn't cracked or anything.,2017-02-17T00:00:00.000Z,Hne2005
AVphgVaX1cnluZ0-DR74,Good as a starter tablet.,4,Amazon,"I'm a PC guy that wanted to try a tablet without investing a lot as a first step, so $50 was a great way to get in. Its fine for browsing, photos, checking email and weather. So far so good.",2016-01-24T00:00:00.000Z,LateForDinner
AVphgVaX1cnluZ0-DR74,Good for the sale price,3,Amazon,Over all the product is good and works as advertised but lately it is constantly having issues keeping enet connection and even worse has issues updating. We were told this is a larger amazon network issue.,2016-11-17T00:00:00.000Z,JoeNavy
AVphgVaX1cnluZ0-DR74,Good,5,Amazon,good.good.good.good.good.good.good.good.good.good.good.,2016-08-18T00:00:00.000Z,hemant
AV1YnR7wglJLPUi8IJmi,Great little tablet!,5,Amazon,Tucks into my purse for on the go entertainment.It has great battery life for reading or gaming.,2017-06-21T00:00:00.000Z,Honeybadger
AVpfl8cLLJeJML43AE3S,We like Alexa,5,Amazon,Very Happy with purchase. Only getting started....,2017-03-16T00:00:00.000Z,Dojo
AVpfl8cLLJeJML43AE3S,Amazon Echo,5,Amazon,Easy to setup. Bought Amazon Echo for the living room and Amazon Dot for the bedroom. Fantastic AI.,2017-08-25T00:00:00.000Z,Robm
AVpfl8cLLJeJML43AE3S,Great Technology,3,Amazon,This is a good starter. As the company provides more devices that it can control it will become excellent. It's very limited at this time.,2016-12-19T00:00:00.000Z,Drek
